B1,B2,B3,B4,J1,J2,J3,J4,A1,A2,A3,A4
0.00307710294146091,0.000887724144073824,-0.00980183497692148,0.000377628253772855,0.00513227051123977,0.0187231122205655,-0.00727086626769354,-0.00531259582688411,-0.000898244441486895,0.00411335979394304,0.00496678457905849,-0.0103810215368867
-0.00137373975788554,-0.0114528276026249,-0.00931591137001912,-0.00810825328032176,0.00954853060344855,0.000632878703375657,-0.00671791681088507,-0.00335631899846097,0.0205520984406273,-0.00150338373108146,-0.00943397916853428,-0.016869248667111
0.0054543346632272,0.00817002910965433,-0.00769219966605306,-0.0102640843639771,0.000127728897496127,-0.014600214548409,-0.00618058949476108,-0.00931920576840639,0.00261623132003782,-0.00439549967025717,-0.00132491330926617,0.00994657228390376
0.00265262780400614,-0.00428997119888663,0.0122366128489375,0.0164609743903081,0.00689527532085776,0.00484668641972045,-0.0129057451461752,0.00274060972151347,0.00229962531011552,0.0129989823326468,-0.00495194282848388,-0.00235407597695788
0.00902290362864733,-0.000356411444954574,-0.00718356342986226,-0.0101599643627803,0.00537291613485043,-0.000400648171004529,-0.00372752516220013,-0.00351524096913636,-0.00550802195599924,0.00254187476821244,-0.00882987429698308,0.00686623827399065
0.004357084321479,-0.0147613578786453,0.00328009963656465,-0.0105526158586144,0.012378125761946,-0.00348896106394629,0.0125216093535225,0.00967251757780711,0.00157548630765329,0.000457752806444963,-0.00143947487716408,-0.000810753592910866
0.0106409901442627,0.016911283445855,-0.00639900223662456,0.00038878875542044,-0.00152572036798423,-0.00320375931914896,0.00625542590084175,-0.00128141790628433,0.00611982021170358,0.02725006484737,-0.0013198271432581,0.00704117051403349
-0.0030596594636639,-0.0179509858911236,-0.00598142156377435,0.0055936958330373,-0.00104770328228672,-0.0145206889137626,-0.00738959107547998,-0.00270709109220964,0.019957521930337,0.00502500242631262,-0.00972136420508226,-0.00754312270631393
-0.00190204669100543,-0.00924195349216461,0.00699091345692674,-0.0137071491529544,-0.00356987149765094,0.0101819268117348,-0.0055874086295565,-0.00506646872963756,0.0166300960506002,-0.00662237172946334,-0.00420257588848472,0.00075214986766999
0.0147163219129046,0.00148244989880671,-0.00441208854317665,-0.0202822747329871,0.00517819231996934,-0.00446747856525083,-0.00534198821211855,-0.00215609445391844,-0.0198110745598872,0.00827221921645105,-0.00286790397998023,0.000626657158136368
0.00557415754231746,0.00896808334315817,0.00346906219298641,0.0165130592261751,0.0105392396605263,-0.000304906085754434,0.00199045900565883,-0.00726171194886168,-0.0339467916637659,-0.0118738358529905,-0.00454723586638768,-0.0281036980450153
0.00905293490116795,0.00258170132292435,0.000525270976747076,-0.0239985336860021,0.00148342627411087,0.000137652833169947,-0.00664986514796813,0.00805867277085781,0.0174948071750502,-0.0173753397539258,0.0161299500614405,-0.00274890487101705
0.0122770730716487,-0.0111285836125414,0.00887915600712101,0.00725017953664064,-0.0119723736618956,0.00947594138172766,-0.000516615458764136,0.0180627219378948,0.000426360881344105,-0.0230466847618421,0.00202976186119486,0.000409119102793435
-0.00532938999579831,0.00270468256591509,-0.0112425655437013,0.00443945024259544,-0.00564370420761406,-0.00375515586347319,0.0150061004484693,-0.000167332524142694,0.0138844838365912,-0.00867617347588142,-0.00538971150914828,0.020008122548461
0.0105558770398299,-0.00353660364635289,0.00151266530156136,0.0138804723198215,0.00843379421470066,-0.0128169506788254,-0.00657818730299671,0.0109190928439299,-0.00977960942933957,-0.00910046985760952,-0.0313113604982694,-0.0140441479161382
-0.00590471139488121,0.00741435835758845,-0.0145863729218642,-0.00510478446570535,-0.0054353450347359,0.00192239161212152,-0.00934270971144239,0.012398020674785,0.00329491791004936,-0.0112629411742091,0.012224703328684,0.00486861766936878
-0.00308048174095651,-0.0221007956812779,0.00307765511145893,-0.0186270649234454,-0.00303490516186381,0.00463065590399007,-0.00169142972057064,-0.0250665377825499,-0.0194768986354272,-0.00450774321022133,-0.0106689762324095,0.000726039443785946
-0.0156239597126842,-0.00426583675046762,-0.00735276518389583,-0.00842710568880041,-0.00498483958654106,-0.00948618228236834,0.0219725978871187,-0.00906759950642784,-0.00160947655482839,-0.0264088523884614,-0.013243116127948,0.00213868939317763
-0.0024618167274942,-0.00316312552119295,-0.00110693357419223,-0.0118470618811746,-0.00272541103186086,-0.0102500676099832,-0.0201976019889116,0.00161235861014575,-0.000701724202372134,-0.00533394756106039,0.00520300422795117,-0.00549835067552825
0.0156854040299853,0.00285024576199551,-0.000177465670276433,0.00731938766936461,0.0065646522367994,-0.0188939195747177,0.00511494643675784,-0.00249738510077198,-0.00625959279326101,0.00775468396022916,-0.00947121623903513,0.0070773062761873
-0.00576745211340797,-0.0195418894290924,-0.00619817773501078,-0.00725442807500561,-0.0289201959967613,-0.00969323849615951,-0.00344353114875654,-0.000581331355836786,-0.00968350221713384,-0.00615121820010245,-0.0170639685044686,-0.00572752448109289
-0.0034433141311941,0.00319002315518446,-0.00338545555132441,0.00118201778968796,0.0055500161057959,0.00809206363434593,-0.000905370611386994,-0.0113075499733289,0.00113466374265651,0.000458475920216491,-0.0017629332044938,-0.0116919123878082
-0.0108000909288724,-0.00614719868948062,-0.0119305392727256,0.0159784825518727,0.00320713338442147,0.018428939084212,0.00917077964792649,0.000512640477002909,0.00137794263961647,-0.00376691987427572,0.00599767927390834,-0.00663591960134606
0.00115459392933796,-0.0111563991134365,0.00147332080329458,0.0021998763938124,-0.00492735536924253,-0.00843993574380875,-0.00907178316265345,-0.0113672604784369,0.00560052584235867,0.0141141386702657,-0.00257930314789216,-0.00265286451516052
-0.000894927416084101,-0.00317092992554535,0.0135140122535328,-0.00715888342044006,0.000681133125908673,0.00652139315692087,-0.000371004891349003,-0.0285855370263259,0.0163161437958479,-0.000307830264015744,0.017907138603429,-0.0040442772830526
-0.00466758602609237,-0.00419268834715088,0.00188125351754328,0.00525320499824981,-0.000669172421718637,-0.000366798718459904,-0.0113403314414124,-0.00546949865141263,0.00901835650438443,0.0054025065813524,-0.000254970897609989,-0.00407844587850074
-0.00393454125151038,-0.0133246490731835,-0.00396277970867231,-0.00540443577726061,-0.000661136621298889,-0.00232957059051841,-0.00361768536580106,9.62583969036738e-06,0.00163174529249469,-0.00837751198559999,0.00407348969019949,-0.0120448051020503
-0.00919462771465381,-0.00847394422938426,0.0048670289106667,0.00218186255854865,0.00161125320785989,-0.00578969561805328,-0.0265640703340371,-0.000170312317398687,0.0118369467866917,-0.00484212449130913,-0.00256367730131994,0.00379714297256821
0.00964385472858945,-0.00537354460296531,-0.0150340857605139,-0.0126283143957456,-0.0138309417913357,0.0171962787086765,0.00974078212554256,-0.00459371825369696,0.00468448471898834,-0.00648785894736648,-0.00583618708575765,-0.00153674175574755
-0.00379364628073139,0.00537268817424774,-0.00484164711087942,-0.00459716740685205,-0.00323443223411838,0.0111253752062718,-0.00155029112162689,-0.0113200914735595,0.0125768578921755,0.00954507535789162,-0.00448437292895202,-0.00464330908531944
0.00386285471419493,-0.0123576940968633,0.00246369854236643,-0.0114005291834474,0.0126753536363443,-0.00260818834309854,-0.0183238970736663,0.00810231850482523,0.00650224066339433,8.03313450887799e-05,0.0064085548510775,0.0164045225828886
-0.0056757633574307,-0.0133574747790893,-0.00208000683536132,-0.011451930894206,-0.00434496071344862,-0.00973951847602924,-0.000179192517559083,0.00620655645616353,0.00896777429928382,-0.00667547155171633,-0.0017926989045615,-0.0137631054967642
0.006250279257074,0.00943776778876781,-0.00592301246554901,-0.0425425283610821,-0.00198106453171931,-0.0106985829770565,-0.0119632401814063,-0.00897560206552347,0.00307753845117986,-0.00416188368884226,-0.00126443663612008,-0.00853070244193077
0.00949023167292277,0.00909632099016259,0.00250715131793792,-0.0142712326099475,0.0023049955877165,-0.00491549331248583,0.00473077331359188,0.00712879529843728,-0.0114632456873854,-0.00553073330471913,-0.0128521689524253,0.00106769918541734
0.00693513817168423,-0.00927402001495163,0.000636833409468333,0.0018207801040262,-0.0225833517809709,0.00177288111687327,-0.010827340806524,-0.00359750198549591,-0.00333663844503462,0.00756655788669984,-0.0155698771898945,0.00500353379175067
-0.0117102315028509,-0.00956713206445177,-0.0180451779936751,-0.00426433615696927,0.00537214889967193,-0.0110827730192492,-0.00141786829044577,0.00577587836111585,-0.00136507586527538,-0.0133241809283694,-0.00324378977529705,-0.00449460938883324
-0.00353081920184195,0.0336122183750073,-0.00364102471697455,-0.0266986284404993,0.00333344113702575,-0.00580624025315046,0.0113811511546373,0.0123776013109212,0.0151237895091375,0.0117956663792332,-0.0160898597290119,-0.00580079558615883
-0.0121378072847923,-0.00580647385989626,-0.00494116715465983,0.0216306556637088,-0.00628565701966484,0.00141259515658021,0.00246379746628615,0.0115230407876273,-0.01691333266596,-0.0145954365531603,0.0134952779238423,-0.0027028078911826
-0.00606566636512677,0.0150135370592276,0.00295262403475742,-0.007715354518344,-0.00175882243396093,0.00661565627281864,-0.00855861728390058,-0.00624427350703627,-0.0103778763053318,-0.00548820601155361,-0.0143766511852543,-0.000995712393584351
0.00743348298904796,-0.00368976724954943,-0.00403911230387166,0.00660169353553404,-0.00215126400386604,-0.00474620596893753,0.00143175009482851,0.0154049148162206,0.00461414114882549,-0.00457557834063967,-0.00271196438310047,-0.0120689875135819
-0.0120536703616381,-0.00371271736609439,-0.0283569985379775,-0.0135383689776063,-0.0112542488301794,0.0185478469356894,-0.00576499314047396,-0.00427915458567441,-0.00680989384030302,-0.0263504988203446,-0.0104693567069868,-0.0214086305350065
0.0192397376522422,-0.0214698525766532,-0.0218672106663386,-6.41071407396036e-05,0.00391462344365815,0.00394207351685812,-0.00767194308961431,-0.0105284506765505,-0.0179350410277645,-0.00310066738165915,0.00110051175579429,0.0133239196923872
-0.0270186817894379,0.000464096199721098,-0.00155683090755095,0.00619880870605509,-0.00666854732359449,-0.00618052242013315,-0.00655764387920499,-0.00174136768328026,-0.00490669122276207,-0.00624523761992653,-0.00190652049301813,-0.000368360197171569
0.018197463825345,0.0174392436941465,-0.0140680822854241,-0.0029016777407378,-0.0101839949760082,0.00201940557841832,0.00108500756323338,0.00348890130408108,0.000273702714669829,0.0145669539148609,-0.0113758978744348,0.0136322230100632
-0.0232180611540874,-0.00676522233212988,0.0152036828609804,-0.000381717623289054,0.000854631148589154,-0.0110616832971573,0.000689848015705744,-0.00698731932789087,-0.0126843691493074,0.0019092292447264,-0.00339231748754779,-0.00474165046277146
-0.0129722297812502,-0.00147446918223674,-0.0129754984130462,-0.00436912021056439,0.00182457140181214,0.0215049606437484,0.00371221134749552,0.00699385878397152,-0.0183382611721754,-0.0143851380174359,-0.00705953283856312,-0.0145733145376047
-0.0192665619154771,-0.0147232646122575,0.01050598329554,-0.00693096515412132,8.6760458846887e-06,-0.00514646929999193,0.00697579370656361,-0.0026934571020926,0.0233077475180229,-0.0121471372743448,-0.0049348520503069,-0.0109434987728794
0.00329248902077476,0.00157360558902534,-0.0212233209361633,-0.00439413047085206,0.00678744302907338,0.00591639766935259,0.00786461510385076,0.0206283582374454,-0.00560117466375232,0.0160879089186589,-0.0180724216625094,-0.00480172092405458
0.0058848678211992,0.00539808227525403,-0.0170327747861544,0.00510858371853828,0.00523783763249715,-0.00358216342283413,0.00037941918890283,-0.00466436349476377,-0.00824915136521061,0.0135717494413257,0.00909391014526288,-0.0155516158168515
0.000284529873169959,0.0119010466344965,-0.00819027202669531,-0.000505944481119514,0.0013977709847192,0.0016149520718803,0.00753360396871964,0.00414360838476568,0.00957407647122939,-0.00740577420219779,-0.023712773496906,0.000114656596754988
-0.00762436973551909,-0.0130161652341485,-0.00688443596785267,0.0104922891284029,-0.0106895747594535,-0.00828710648541649,0.0025122607476078,-0.00642281708618005,0.0022527101294448,0.0120823223454257,-0.00468326864453654,0.0123064739940067
-0.00121385838914042,-0.00395838163482646,-0.00470110377258,-0.00883474433794618,-0.00284606330872824,-0.00546517809076856,-0.0239835791289806,-0.00736264931038022,-0.0108295142029723,0.0124634297875067,0.0032497679349035,-0.00342245597857982
-0.00112113050029924,-0.0055170306780686,0.00273959761640678,-0.0225277120868365,-0.00632197019876912,0.00961931065345804,-0.001569138878646,-0.00444680712341021,-0.00238632612551252,-0.0126671381294727,-0.000372474702696006,-0.00468258831339578
0.0104204234667122,-0.0131191428129872,-0.00326832275216778,0.00337799840296308,-0.00129658017734376,0.00213524034673659,0.00642948745129009,-0.0068656785103182,-0.00351343358245989,-0.0090863270064195,-0.00779279422325393,0.00958567345514894
0.0130559637521704,-0.00400467977548639,0.000542685699959596,0.0016618223550419,-0.0115176495164633,0.0114815225824714,-0.000328868899183969,0.0058558199913629,-0.00705528755982717,-0.00157412607222795,-0.00342948889980714,0.000163551303558052
