LateAfterNopre1,CNVAfterNopre1,LateAfterNopre2,CNVAfterNopre2
2,-0.0121833067387342,1,0.00384698424507709
4,-0.000145388573097686,2,-0.00648517068475485
3,-0.00525798400243123,1,0.0174159974170228
4,-0.00260245342118045,1,0.00276202088571154
1,0.00183046253126425,1,-0.0057332847888271
1,0.00163777762403091,4,-0.00164991996522682
4,0.00136208125816969,4,-0.00185746443457901
3,0.00167007961620887,4,0.00957009304935733
2,0.0069997226819396,3,0.0193287888541818
1,0.00372935376556901,3,0.00526765113075574
4,0.00617738052581747,3,4.42781650538867e-05
2,-0.0180600952977935,2,-0.0121048988900535
4,0.0018379104634126,4,0.00318982653940717
4,0.0195823134854436,2,-0.00699346628971398
3,0.00458672813450297,4,-0.00764158329305549
1,0.00651362974895164,3,0.0128835332579911
4,0.00243911310099065,1,0.00415549287572503
2,-0.000607845567477246,2,-0.00571788328428132
1,-0.00603535488092651,2,0.00604887399822474
1,0.00154684885061821,4,-0.00574844920386871
1,0.00835902336984873,3,-0.00134493395065268
4,0.0123118814080954,4,0.0134492932508389
3,0.00477043290932973,3,0.0103843677788973
2,0.0037350389175117,4,-0.000833258886511127
2,-0.00152455200441182,1,0.0107091937679797
1,0.00549902006362875,3,-0.0016230382801344
3,0.00937420595437288,4,0.0120465699583292
3,-0.000401819745699565,3,0.00184265597878645
4,-0.00329883388864497,4,0.0039045053999871
3,0.00147062237374485,4,0.00331127756120016
2,0.00225443840220881,4,-0.00246217629561822
1,0.0051736884439985,1,0.00408990370730559
3,-0.00707950652576983,2,0.0137327977766593
3,-0.00624220756193002,3,-0.0121525311842561
4,0.00550795121428867,1,-0.00728961103595793
4,0.00949679780751467,1,-0.00898387624571721
4,0.00388963179041942,3,0.00222412307630293
1,-0.00340994773432612,3,0.00267769070342183
1,-0.0117222249197463,1,0.00483516355355581
2,0.000617516207663963,1,-0.0049442577874288
1,-0.000631953754539912,3,-0.00448147483014812
4,-0.01539439180245,3,0.0138130844497937
3,0.012913445631663,3,0.00650388390446703
2,0.00860065501183271,4,0.0064972717470179
4,-0.00339874846395105,2,0.00999484506792214
2,0.00491578644141555,2,0.0117836523180207
4,0.00549696052136521,1,-0.0149351738703748
2,0.0043505037513872,1,-0.0070174861078461
2,-0.00777758289283762,4,0.00968210119754076
1,0.00247121732293939,4,0.00116066898529728
4,-0.0104009496668975,3,-0.0126310599346956
2,0.00368908331923497,3,0.00162805329697828
2,0.00475294950107733,1,0.0102193980710581
2,0.002234545070678,4,0.00804361669967572
4,0.00202766930063566,1,0.01189618712912
1,0.020041100991269,3,0.0185687200476726
2,0.00474456429947168,2,0.000943002979814385
3,0.0102052316069603,1,-0.0148409958928823
1,0.00979571153099338,1,-0.020167692253987
1,-0.00630971610856553,1,-0.000601132012282809
1,-0.00112540119638046,3,0.0010028242613771
4,0.00277435779571533,3,0.0116628864780068
2,-0.0144314668917408,2,0.0159598467871547
4,0.0102519637730438,2,-0.000489683433746298
2,-0.00115391631455471,4,-0.00042976652427266
3,0.0112421487768491,4,0.00407330334807436
4,0.00124690696247853,3,0.00742420204915106
2,0.000662376095230381,3,0.00988004356622696
1,0.00893177882729409,1,0.00809843593742698
2,-0.00190226171010484,3,0.00139289830500881
2,0.0126758358286073,3,0.0145018234228094
3,-0.00201855250634253,2,0.0139887497449915
1,0.00406608358025551,4,0.00561393636356418
2,0.00382294364195938,2,0.00346191848317782
3,0.00710415498663982,2,-0.0160734343032042
3,0.00241101026767865,4,0.00361025011322151
4,-0.00162138339752952,1,0.0225438571845492
3,-0.00861456850543618,1,-0.00392303654613594
2,0.00521065387874842,2,0.00785806402564049
2,-0.00200793946472307,3,-0.00345394430526843
4,0.0146973356604576,1,0.0100471909778814
3,0.00085760504892581,2,-0.0105916745960712
2,0.0058978755841963,4,-0.00437548756599426
3,-0.00619877563925305,4,0.00544921786058694
3,0.00585244161387285,3,-0.00246318629554783
1,0.00385780683670115,2,0.00203784921905026
1,-0.008260036673164,2,0.00463639887554261
1,-0.00430034328989374,2,0.00760941564415892
2,-0.00520159583538771,2,0.0089412946254015
4,0.00722431387597074,1,0.00501196474457781
4,0.000768532603008983,2,0.0012203145888634
1,-0.0148316423098246,2,-0.00634642038494349
3,0.0117374133939544,4,-0.0110622607171535
1,-7.27574030558268e-05,4,0.00918814361405869
4,-0.00129991750388096,2,-0.00285841555645069
4,0.0155676522602638,1,-0.000973765583088001
1,0.00196859904099256,2,-0.0214922313267986
2,-0.00301398848629712,2,0.0174632531901201
2,0.000502637820318341,1,0.00603100572091838
3,0.00592555288070192,4,0.00128959160065278
4,0.000980906692954401,2,0.00020717247389257
4,-0.0026522120848919,1,0.00643827622601142
4,-0.00565522955730557,2,0.0185348905312518
4,-0.0126641523092985,2,-0.00597680142770211
4,-0.00936144093672434,1,-0.0104153510183096
3,-0.00095345467949907,2,0.0329405919959148
1,0.00759582043004533,1,-0.00964567608510455
3,-0.00915518744538228,3,0.00831793089552472
3,0.0129452034210165,4,0.00416229199618101
2,0.00512151373550296,1,-0.00896796646217505
3,-0.00175751505109171,1,0.00616777269169688
2,-0.00851221817235152,4,0.0140420198440552
2,-0.0112250577658415,4,0.00435431320996334
4,0.0054523297585547,3,-0.0131795524309079
4,0.00357143386888007,4,0.020099521925052
1,-0.00551885987321536,2,0.0239710736398896
3,0.00789167421559493,4,0.0119503249103824
2,0.00130759202875197,2,-0.000275894378622373
4,-0.00907367467880249,2,-0.00204652265529148
2,-0.00476927092919747,4,-0.00151555127619455
4,-0.0208810952802499,1,-0.00501173948093007
4,-0.0137321716174483,1,-0.00619450708230336
4,0.00152895323117264,2,0.00815080849376197
1,0.00412530358880758,1,0.000897798764829834
1,-0.000628778788571556,3,0.0034002090493838
3,0.000568892496327559,1,-0.00764178928026619
2,0.0108348097031315,4,0.0103501582828661
2,-0.000164988450706005,3,-0.00588841550052166
3,-0.00146749280005073,3,0.00517524499446154
1,0.0108285490423441,4,-0.0152870463207364
4,-0.00555075254912178,4,0.00916658714413643
3,0.00677847835080077,2,-0.0110733924472394
2,-0.00304817790553595,4,0.00253347497588644
3,0.00137649298024674,3,0.0139280731479327
3,-0.00986326889445384,1,-0.0121526370445887
2,-0.017578383286794,1,0.000844392595657458
2,-0.00194322946481407,3,-0.00326712553699811
1,-0.00819470353114108,1,0.00474336422242535
2,0.0116521967574954,2,-8.73229000717402e-05
2,0.00278051973630985,4,0.000592131478091081
4,0.00234671774766563,3,-0.0146869400826593
1,0.00571662055638929,3,-0.00246601869973044
1,-0.00101320194759561,1,0.00270429044030607
3,0.010346574204353,3,0.00586453421662251
4,0.00720413673358659,1,0.00270811064789693
1,0.00292257716258367,3,0.000691793684381992
3,-0.0107076360533635,2,0.0017587646531562
2,-0.0153899434953928,4,-0.0126393819227815
2,0.0170099777169526,4,-0.00963858778898915
4,-0.00806046863241742,1,0.00543032276133696
3,-0.00696712670226892,3,-0.00498182788336029
4,-0.0102973065028588,2,-0.0137054631486535
1,0.00619787870285412,1,-0.00557125872001052
4,-0.00694331338551516,1,0.0116495241721471
1,-0.00275120530083465,1,0.00778728630393744
1,0.00353123065239439,2,-0.00495089404284954
3,0.00328011174375812,3,0.00173235145242264
2,-0.00949245070417722,2,-0.00486645777224718
3,0.00115614558914482,3,-0.00515444906583677
3,-0.000411948485028309,2,0.0133250753084819
2,0.0104412964234749,3,0.0023482907563448
3,-0.00110400677658617,4,-0.00714886545514067
1,0.000113259045368371,3,0.00461503646026055
1,0.00268009696931889,2,0.0181541865070661
2,0.00303524715127423,3,-0.00127802713541314
4,0.00297128804959357,4,0.0111925589541594
4,0.00477308170714726,4,-0.0103121022693813
3,-0.00976198756446441,4,0.00555175628202657
3,-0.00763140991330147,1,0.012744483537972
2,0.0110157450350622,3,0.00885707954876125
2,0.00166304331893722,1,0.0160977107783159
4,-0.00357827815848092,1,-0.0161033111313979
4,-0.00163474442282071,1,-0.000496383639983833
3,0.00277185560359309,1,0.000521709705935791
2,-0.00794055700923006,1,-0.0274428340295951
4,0.0180662482356032,4,0.0152462233478824
4,-0.0101904591235022,4,0.00020243755231301
1,0.00257252412848175,1,0.00395730877062306
3,0.0101940360618755,1,-0.00114185786029945
2,-0.0125390823620061,4,-0.0338809092839559
1,-0.00571320989790062,1,0.007038957439363
4,-0.00799690342197816,3,-0.000293853615100185
4,-0.000196298099278162,1,0.00518185389228165
3,-0.000790565352266034,2,3.38555546477437e-05
3,-0.00658885102408628,3,0.000145204598084092
1,0.00224245442465569,4,0.0021190792225146
4,0.00528545010214051,3,-0.00271967391017824
3,-0.00350622155625994,4,0.0497819992403189
1,0.00688367988914251,2,0.00182383796588207
2,0.00593532738275826,2,0.004182973333324
2,-0.00101009019029637,4,-0.0148150367022026
3,0.00415590331734469,1,0.00325184855076562
3,-0.0157585460692644,3,0.00323018602405985
1,-0.000248348641131694,3,0.000953260867390782
2,-0.00205198970312874,3,0.0272708218544722
1,-0.00346366642042994,4,-0.00109646397565181
3,0.00666147665469907,3,-0.00481698320557674
2,0.017525884633263,2,-0.00863974099047482
3,-0.00841639408220848,4,-0.000443418461751814
2,0.00103484109664957,1,-0.00215716609091032
3,0.00524981149161855,2,0.00299037938627104
1,-0.00234075170010328,3,-0.000993032318850358
1,0.0107220954572161,3,-0.00217837718082592
2,-0.00319030357059091,3,-0.0159040909881393
4,0.00352968260024985,3,-0.00165165836612384
1,-0.00739188703785961,3,0.00190897084151705
3,-0.02229936234653,2,-0.0255756278832753
1,-0.00868704961612821,1,0.00284445064608008
1,-0.00658202093715469,1,0.0132355256937444
1,0.00903298147022724,4,0.0068462654016912
3,-0.013828265791138,2,0.00400552363134921
1,-0.00947677545870344,4,-0.00739978036532799
4,0.0113106321853896,2,-0.000731013249605894
1,-0.0114806534644837,4,0.0088400449603796
2,0.00569370326896509,1,-0.00519244962682327
4,0.00622103142086416,2,-0.00391136777276794
1,-0.0204127210502823,3,0.00465984526090324
3,0.00859643084307512,1,-0.0132424340893825
1,0.00276029366068542,2,-0.0100196854521831
4,0.0141716031357646,1,-0.00994143138329188
4,0.00155916949734092,1,-0.00468191582088669
4,-0.00769928256825854,1,-0.00999982965489229
3,0.00361033560087283,3,-0.00125749035699603
2,-0.00579785454707841,1,0.00616905302740633
1,0.00445898707645635,4,-0.000186134246177971
1,0.0108497590214635,1,-0.0070551474733899
3,0.00152372615411878,1,-0.00574291730299592
3,-0.00475078374923517,2,0.00611788950239619
1,0.00281645730137825,1,0.00884267035871744
3,-0.00226230112214883,2,0.00252077125090485
3,-0.000604975852183998,3,0.00347055409414073
4,0.0101116969405363,4,-0.0031480270360286
1,-0.0146931100947162,4,0.00121963173539067
3,0.00137203776588043,2,-0.00800363769909988
2,-0.00117658362917912,1,-0.00490747834555805
2,-0.0103151956573129,4,-0.0206489354992906
3,-0.00452753175826122,2,0.014159703006347
4,0.00162937274823586,1,0.00246848051513856
3,-0.0164562119171023,1,-0.00590599716330568
2,-0.00654991576448083,1,-0.00987568140650789
1,-0.00373016683928048,3,-0.00503492347585658
2,0.00336158256201694,4,0.00612050799342493
3,-0.0104140983894467,4,0.00693356121579806
3,0.0159652891258399,2,0.0132966451346874
3,0.00529632049923142,1,0.00671076440873245
3,0.00867711162815491,2,-0.00901656271889806
2,-0.000987915205769241,4,-0.009311659882466
2,0.00692038300136725,1,0.0128526405120889
1,0.00242941205700239,2,0.00611495005432516
4,-0.00399467488750815,3,0.0086200968362391
2,0.000655078319444632,2,-0.000958123380163064
1,-0.000508775468915701,2,-0.00313990582556774
1,0.00380852729237328,2,0.00109006790444255
4,0.0164971562723319,2,-0.00788292071471612
3,0.002426919216911,3,-0.0035233463277109
2,-0.00669301922122637,1,0.0156530374661088
2,-0.00318170399017011,3,-0.0215567102034887
1,0.011845997069031,2,-0.00217918073758483
3,0.00707250895599524,1,-0.00615765961507956
1,0.0044875699095428,2,0.00798495032358915
3,0.0071728671900928,3,-0.0190928063044945
3,0.0106573904243608,1,0.00595848557228843
2,-0.0066554358539482,2,0.00519283721223474
4,0.00286745217939218,4,0.0066323852709805
1,-0.00912763550877571,3,0.0281798901657263
4,0.00856389699038118,3,-0.000117621074120204
3,-0.000827945458392302,2,0.00280764992203331
3,0.0128223802894354,3,0.00199583316377054
1,-0.0019727754406631,3,-0.000580947225292524
4,-0.00698057032423094,2,-0.00606823671841994
1,0.0161887674281995,4,0.00773631129413843
3,-0.000882116107580562,2,0.00752502741913001
1,-0.0133766901368896,4,-0.0112483936051528
4,0.00191731719921033,4,0.0056682937744578
4,0.00809772871434689,4,-0.00631174848725398
3,-0.001154268111956,1,0.00116844521835446
1,-0.013161829362313,4,0.0136848095183571
3,-0.000591326388530433,3,-0.000555027028894983
3,0.00142660271376371,1,0.00371749303303659
3,-0.00197138565514858,3,-0.0172992058408757
3,0.00249090433741609,1,0.0145380968848864
3,0.00486141769215465,4,-0.0116735259070992
1,-0.0058621964417398,1,0.00285058872153362
1,-0.0126821454614401,4,0.000624220575749253
4,-0.00892949088787039,4,0.0116638808200757
4,-0.00812222808599472,1,0.00862766848877072
2,-0.00359480758197606,4,0.00522610281283657
3,0.00738815513129036,3,-0.00480907313127924
3,-0.0049548971777161,3,0.00107247910151879
1,0.00190832551258306,3,-0.00456360898291071
3,-0.00111845569820919,2,-0.00853371666744351
3,-0.00451807056864103,1,0.00821125328851243
2,0.00446147269879778,1,-0.00325508276000619
3,0.000856808638976266,1,-0.00485119743583103
3,0.00245927250944078,1,0.00462086692762872
1,-0.000283289545526107,2,-0.0011236336043415
1,-0.0257076763858398,1,-0.0133933120717605
1,0.00615781351613502,1,0.00718606620406111
2,-0.00519690297854443,3,0.00339026815102746
4,0.000196028229159613,1,0.00696949412425359
3,-0.00306095435128858,4,0.00299517366026218
4,-0.00906395741427938,1,0.00199349814405044
2,-0.0117222958554824,4,0.00536923545102278
4,-0.018182959407568,3,0.0139070230846604
3,-0.00110330032960822,2,0.00856577364417414
3,0.000316991858805219,2,0.00754271711533268
4,0.00943951991697153,3,0.00837137392591103
1,0.0041475585118557,2,-0.00147716710732008
4,0.000461510596020768,3,-0.00381116786350807
4,-0.00130951408452044,3,0.0114576819663246
3,0.0106846125175556,4,-0.0165088089803855
4,0.0108766748259465,3,0.0043065807937334
2,-0.00323821379182239,2,-0.00466769809524218
4,-0.00341357259700696,4,0.00996923260390759
3,-0.00276620724859337,4,-0.00272544389978672
1,-0.00015407643513754,3,0.00472933973651379
3,-0.00650036723042528,2,-0.00309963534527924
4,-0.0099937265428404,4,-0.0094759330774347
1,-0.00266346568241715,3,-0.00134378605677436
1,0.0091281128115952,2,-0.0274067477633556
2,-0.0101595098773638,4,-0.0110595567772786
4,0.00250004765500004,3,-0.00931027997285128
1,0.00051443636281571,3,-0.00347742011460165
4,-0.0162909167508284,3,0.00217817405549188
3,-0.00661669190352162,4,0.00286953351072346
3,0.00867946570118268,4,0.0073404754512012
4,0.00623217675214012,4,0.00466351606883109
2,0.00287688771883647,3,0.0142289060167968
3,0.0078289908512185,4,-0.00752392131835222
1,-0.00300730741582811,3,0.0158263671522339
4,-0.00716179287216316,2,-0.00303334833006375
1,0.00244360785776128,1,0.00578806758858263
4,-0.00835836585611105,3,0.0350804217159748
2,-0.00711502647027373,1,-0.00104138037810723
3,0.0190945155918598,3,-0.0032307911120976
3,0.00645035722603401,3,0.0179340364411473
2,-0.00790819502435625,1,-0.00673525031500806
4,-0.000159443588927388,2,0.00449178689935555
1,0.00196153953826676,4,0.00204807622746254
3,-0.015354502790918,1,-0.00129420498463636
3,0.00152714950187753,4,0.00698817055672407
3,0.00826208328362554,1,0.00346398066418866
3,-0.00145190181986739,1,0.00268707626188795
2,0.0111722952375809,1,0.0141596902782718
1,-0.00046166234339277,2,-0.00116223213262856
1,0.010431301780045,4,0.010246358346194
3,0.0123787934426218,1,-0.000980112391213576
2,0.00506146077532321,2,0.000197051869084438
3,0.00682999302322666,1,0.00103282147514013
1,-0.00204131410767635,2,0.0044178528090318
1,-0.00528139962504307,2,-0.00183625476590047
3,-0.0213864760201735,4,-0.000286798380936186
4,0.00530754200493296,3,-0.00382622494362295
2,-0.00346479107004901,1,-0.00673835600415866
4,0.00350836509217819,1,0.0085692023858428
2,-0.0184829253703356,2,-0.00165348728963484
1,-0.00597116444259882,4,-0.00259090238250792
4,-0.00572410753617684,1,0.0117566729895771
4,0.00534280839686592,3,0.0106009885397119
1,-6.96291487353543e-05,2,0.00566053413785994
4,0.004999122582376,4,-0.0145098132391771
1,0.00303984864149243,1,0.00110363855492324
3,0.010143085460489,3,0.00637228701574107
2,-0.0173201452319821,1,-0.00228136405348778
1,0.00860875813911358,2,-0.0212952274208268
2,-0.0033650918242832,2,0.0103038153611124
3,-0.00939094120015701,1,0.00991563813295215
1,0.0101020932197571,3,0.00716264181149503
2,-0.0131238284520805,1,0.00520610956785579
3,-0.00278585528333982,1,0.00322420157802602
1,-0.00621380600690221,3,-0.00908345224646231
3,0.00385061519530912,3,0.0149276480078697
1,-0.00660042728607853,3,0.000555436437328657
1,-0.00275196026389798,4,0.0014934547264905
3,-0.0028606968371605,4,0.00503485028942426
1,-0.00442522733161847,1,-0.00339838406459118
2,0.000192875149271761,4,-0.00806598194564382
3,-0.001474947668612,3,0.00324867324282726
2,-0.00498485759211083,3,-0.00228073358690987
2,-0.00890015888338288,4,-0.00913319084793329
1,-0.00166635339458783,1,-0.00391862898444136
1,0.00159201957285404,1,0.00129515320683519
2,-0.0128077237556378,4,0.00633867362436528
2,0.00842476853479942,1,0.00538129848428071
4,0.00218529937167962,3,0.00480456654137621
4,-0.0192777806272109,4,0.00709481040636698
4,-0.00355168016782651,1,0.00544708920642734
2,-0.00880495893458525,4,0.0016154262314861
2,-0.000666606647428125,4,-0.00248411623761058
4,-0.00467955352117618,2,0.0104884921262662
4,0.000937234385977111,1,0.00180529554684957
4,-0.0124708904574315,3,-0.00382158253341913
4,-0.0013139018168052,4,0.000177727352517347
2,0.0106672809148828,1,-0.0154416424532731
2,0.00210329339218636,4,0.00730968840071
2,-0.00108786854737749,3,-0.0189722644475599
2,-0.00067060844351848,3,-0.00155219753893713
2,0.00855788132563854,3,0.0120224583273133
2,0.00352779153035954,2,0.00871817922840516
2,-0.0059223926315705,4,-0.0209062832097212
1,-0.000193017690132062,3,-0.00218704078967373
1,-0.0019221812641869,2,0.0102210917199651
1,-0.00144797835188607,4,0.0125382352465143
4,0.00236098351888359,3,0.00448830037688216
1,-0.00418364132444064,1,0.00162124509612719
4,-0.00544922853199144,3,0.00260627774211268
4,-0.00109457114012912,4,-0.00929860254594435
2,-0.00415320696629351,3,-0.00298209550480048
4,0.00547148931461076,4,0.000272707489784807
3,-0.000998156804901858,4,-0.00193685774380962
1,0.00501551486862202,3,0.0044898606526355
1,0.00288470370287541,3,-0.00732600929525991
1,0.00848011284445723,2,0.00184659923737248
3,0.00216295046266168,1,0.00830913459261259
3,-0.00215083438282212,4,0.00751454771185915
3,0.0137835739490887,3,-0.00199983703593413
2,-0.000646486538850392,1,0.000650030560791492
2,0.00395811892425021,4,0.000976735066312055
1,8.8766294841965e-06,2,0.00500248240617414
2,0.00396352043996255,4,0.0197210777550936
4,-0.00360847462434322,3,-0.00977869719887773
3,0.00209042005008087,2,-0.0121688867608706
1,-0.000709802766020099,2,0.00571739466007178
3,-0.00464177022998532,2,-0.00569382891990244
4,-0.0172098316252232,2,0.00861915402735273
4,0.00731635256670415,1,-0.00611736152010659
3,-7.56517935466642e-05,2,0.00796788465231657
4,-0.00616185475761692,3,0.00567795522511005
4,0.00357044913107529,4,0.00487592331289003
4,-0.00497039128094912,3,-0.00242886416769276
3,0.00422208321591218,3,-0.00264206773135811
2,-0.00636027691264947,2,-0.008329691287751
2,0.00669258491446575,1,0.00287852886443337
4,0.00273935000101725,3,0.00498654198599979
3,0.0092507884837687,2,0.00572143075987697
2,-0.00606307286458711,3,0.00126639447019746
1,0.00822205150810381,2,0.0217856901387374
2,-0.00636250471385817,2,-0.00337967707309872
3,-0.00438856302450101,1,-0.00380146138680478
4,-0.0185227971524,3,-0.00572277766574795
3,0.00431533084095766,3,-0.00247144601113784
