LateBefore,CNVBefore,LateAfter,CNVAfter
4,-0.00202546633469562,3,-0.0012959279702045
3,0.0148595726738373,1,0.0176639165729284
3,0.0182138352344433,2,-0.00161173693292464
4,-0.0117304722468058,1,0.0203019718949993
3,0.00377931818366051,2,0.0104311554071804
4,-0.0146870401998361,3,0.0222227356086175
4,0.0045283231108139,4,-0.00179320585448295
4,-0.0247618742287159,3,-0.000777199000973875
3,-0.00255135431264838,4,-0.014239692206805
3,-0.0027939782012254,1,0.00162909839612742
2,-0.0123126950735847,3,-0.00586232931042711
3,-0.00957237781646351,4,-0.00271051854360849
1,0.0118159744112442,1,-0.00268507764364282
1,0.00555432184288899,3,-0.00637230773766836
1,-0.00921636839242031,3,0.00767149310559034
3,0.0136462298687547,1,0.0137722380459309
1,0.0182592718241115,2,-0.0108740625437349
3,0.00790518941357732,2,0.000659889299034451
3,-0.0150740595224003,2,-0.00620709212186436
3,0.00309933756943792,3,0.00392860593274236
4,-0.0117304047259192,2,-0.00312914668271939
1,0.0118117701883117,3,-0.0266054297486941
3,0.00524358736583963,3,-0.0100430649084349
4,-0.0231291701396306,3,-0.00309856298069159
4,-0.00230299780378118,2,-0.00567195226904005
1,0.00838718314965566,2,0.00234006500492493
3,0.00716537764916817,2,0.00061202064777414
4,0.0159868809084098,4,-0.000301188323646784
1,0.00763176567852497,1,-0.0132815193889352
4,0.00587003290032347,1,0.00351777108153328
4,-0.00419725431129336,4,0.00366525018277268
3,-0.00972629322980841,2,-0.0376489100356897
3,0.0103938831016421,4,0.00370862986892462
4,0.00868168768162529,3,0.00669728328163425
3,0.000119567848742008,1,0.00476029422134161
4,0.00794131603712837,1,-0.0259992859015862
3,-0.00800451201697191,1,-0.00708521456302454
3,-0.00773103104438633,2,-0.00792287026221553
3,-0.0065458258225893,2,0.00345549825578928
2,-0.0149087949345509,2,0.00598566796785841
1,0.00854633562266827,3,-0.00424650792653362
4,0.00569381580377619,4,-0.00249650625240368
2,0.012126158302029,2,0.013767313833038
4,0.00214128623095651,2,-0.0149574146295587
3,0.00813808711245656,4,-0.00230588897829875
3,0.00886088920136293,3,-0.0227357518548767
1,0.0109983803704381,2,-0.0133279065291087
2,-0.00133219190562765,3,0.0077812031765158
1,-0.00332586215032885,3,-0.00051010656170547
2,0.00929770393607517,2,-0.000682825882298251
1,0.00884003822769349,2,0.00248696740406255
3,-0.0102606057965507,2,0.0271612773649395
4,-0.0125386227543155,3,-0.000139289225141207
1,0.000465832961102327,1,-0.0551557807872693
3,-0.00259282781432072,4,0.00538741750642657
4,0.000576994692285856,3,-0.00778315379284322
2,0.0140847762425741,1,-0.00844887387938797
3,0.00319688185118139,1,0.0313341189175844
2,0.00973359138394395,1,0.000972736782083909
2,-0.00099970920321842,4,-0.00709124949450294
1,-0.0115393021454414,4,-0.00713465145478646
1,0.012264611509939,2,0.0242468888560931
4,-0.00498472084291279,4,0.0143960540493329
2,0.00800409292181333,2,0.0122051124150554
4,0.0064035061125954,3,0.00455291895195842
3,0.000756161209816734,1,0.00676344459255536
2,0.00933896175896128,1,-0.02390716286997
1,-0.0141467964276671,1,0.00451248868679007
3,0.00173467993348216,1,0.0114628470813235
3,0.0154903195798397,2,0.00394781430562337
4,0.0215193318823973,2,0.0137641184943883
2,0.0153413554653525,2,-0.00991286880647143
2,0.00029124195377032,3,-0.0223711157838504
4,-0.0257740244269371,4,-0.0035141917517952
1,-0.0027625472478879,2,-0.00232942930112282
4,0.0111351046944037,1,-0.0087388704996556
2,0.01491119650503,2,-0.00181799024964372
3,0.00368141693373521,1,-0.00112759384016196
2,0.00714122938613097,4,-0.00738786486908793
3,-0.00425584086527427,1,-0.00355512726431092
4,0.0185263805712263,2,0.00795605941675603
2,-0.00842711655423045,3,0.000509185406068961
1,0.0210502392922839,1,0.00659905451660355
1,-0.00892536264533798,1,-0.00722380199780067
2,-0.0070299970296522,4,0.00195831106975675
4,-0.00255682644395468,4,0.00232581918438276
1,-0.00430392577739743,3,0.0239822249859571
3,0.0123987717864414,2,0.00702714330206315
3,-0.0027460784088665,3,0.00748552925263842
1,-0.0125493976520374,1,-0.00180538084047536
4,-0.00367630630110701,4,-0.00570733627925317
3,-0.0110967031990488,4,-0.0129463893050949
1,-0.00310902437195182,3,0.0126210174833735
3,0.00400356180034578,2,0.00956171859676639
1,0.00157766308014592,3,0.0072143473662436
1,0.00440904562128708,3,0.0425086605052153
3,-0.00674082437762991,1,0.0419652437170347
4,-0.0111719300039113,2,0.00240438485828539
3,0.00935530010610819,3,0.00837942886088664
2,0.000551733246538788,3,0.00590122770518064
4,-0.00353775968930374,4,0.00979322237738719
1,0.012691397840778,4,-0.00753353505084912
1,-0.000674594620553156,1,0.00177377827155093
1,-0.00223497941624373,3,-0.0146251892050107
2,0.000576400479379421,2,0.0148186798517903
4,0.00254914599160353,2,-0.00679611329299708
3,-0.0230497705439727,3,-0.0123585428033645
4,-0.0134212607517838,2,0.00810082722455263
1,0.0100319421229263,2,0.00432113014782469
1,-0.0212677620972196,3,0.00460011387864749
4,-0.00330904700482885,3,-0.00156273925676942
1,0.000239997170865536,1,0.0170966060832143
1,0.00875050481408834,2,0.00858439908673366
2,0.00681394474425664,1,0.000508993514813483
3,0.00645146565511823,2,0.00050644933556517
2,0.00281663638694833,1,-0.00148266821634024
1,0.0167195958395799,3,0.0114508609597882
3,-0.0102410555700772,3,-0.000296903890557587
3,0.00518030921618144,3,0.00408223845685522
4,0.00738381815608591,2,0.0045412794376413
1,-0.0114930865820497,3,0.00919337756931782
3,0.0098435040563345,2,-0.00546002760529518
4,7.10674794390798e-06,2,-0.0104206677836676
1,-0.00500227534212172,4,0.00240124948322773
4,0.00688170618377626,3,0.00843312731012702
4,-0.000861191578830282,2,0.00598119591207554
4,0.0182031777997812,4,-0.0346345423410336
3,0.00995428975147661,3,-0.00461958317706982
4,0.0045080817459772,4,-0.000280406831886163
2,0.00622851063963026,2,0.0104192378930748
3,0.010145734064281,4,0.000725702382624149
1,0.00216504793691759,4,0.00382373885562023
2,0.0142924319952726,2,-0.0144520002262046
2,-0.0188397029414773,1,-0.00076868482089291
1,-0.0096218166872859,3,0.0216654973725478
2,0.0165377768377463,2,0.00487424914414684
4,-0.00122085031762253,2,0.0117223963607103
1,0.0085459848244985,4,0.00820059701800346
4,-0.0160108966132005,2,0.00440837691227595
4,0.00191897875629365,2,0.00109615355419616
2,0.0108475939681133,4,0.00248917285352945
4,0.0024737239194413,4,-0.00654788183358808
1,0.00644884025678039,4,0.0147098001713554
2,0.00230544780303414,3,-0.00624573820581039
4,-0.00389502670926352,2,-0.00564141633609931
1,0.00379338852750758,4,0.00528084378068646
3,-0.00445005831231053,3,-0.00094140606597648
2,-0.00832842943297389,4,-0.000356930851315459
1,-0.0284654311835766,2,0.00499079970685064
1,-0.00122105497090767,4,0.000104979068661729
3,0.00108462619391503,3,0.00889953287939231
3,0.00412009648668269,4,-0.00231950551581879
4,-0.000706933128337065,2,-0.001368907901148
1,-0.00966696813702583,2,0.0065600344290336
4,0.0114934858089934,4,-0.00253906721870104
2,0.0071154433923463,4,0.000224500234859685
4,-0.00125370471899563,4,-0.00133849917134891
1,0.00244278119256099,4,-0.0053891985444352
4,-0.0200871434062719,4,-0.0051613182198101
3,-1.59289532651504e-05,1,-0.000214024912565947
1,0.0302291223779321,4,0.00557499960026083
3,0.00581680696147184,1,-0.00579392071813345
2,0.00164707235914345,3,0.00223186689739426
4,0.0133875124156475,2,0.0039341050821046
2,-0.00393352455769976,1,0.0126616194223364
4,0.00183921245237192,3,0.00580025371164083
1,-0.0239757013817628,3,-0.00533831241773441
4,0.00615055921177069,3,-0.001263114293882
4,0.00424251612275839,2,-0.00600768309474612
1,0.0192782493929068,2,-0.000176216824911535
3,0.00578070362098515,2,-0.00175139533045391
2,-0.0192117436478535,1,-0.00238673631489898
4,0.00420025192822019,4,0.00325611707133551
1,-0.00184155399135003,4,-0.0120348489532868
3,0.0123552965621154,1,0.00682644685730338
1,0.00815455475822091,2,0.00156774154553811
4,0.0116474429766337,4,0.00411407665039102
4,-0.0062524206781139,3,-0.00100674650942286
2,-0.00753627767941604,4,-0.0161806335672736
2,0.00977567148705324,2,0.0134342736176526
1,0.00893138162791729,1,-0.0181445873652895
4,0.00525063974782825,3,0.00125679490156472
1,0.0145510553071896,4,-0.00523252668790519
1,-0.00630859929757814,2,-0.0104825279364983
2,0.00402552252247309,2,-0.00070956046693027
4,-0.00935503157476584,3,0.00874069922914108
4,-0.000771815228896836,2,0.0169144545992215
4,-0.0141893816568578,4,0.00962308631278574
4,0.00687469138453404,3,0.0106539918342605
3,0.0057997271263351,1,0.00593341079850992
4,-0.00935665750876069,4,-0.00276251385609309
2,0.0218147415046891,3,-0.000288888152378301
3,0.00302227943514784,4,0.00240189232863486
2,0.0205565935078387,3,0.00100269535323605
1,0.00545790543158849,3,-0.00992860614011685
1,-0.00841588131152093,1,0.00844035732249419
1,0.0125177707523108,4,0.00736668456314267
2,0.0360053057471911,4,-2.14654331405958e-06
2,0.00645798840560019,3,-0.00633157246435682
1,0.0124852696123223,1,-0.0122219918606182
1,-0.00194340804591775,3,-0.0123728689116736
2,-0.000407850214590629,3,-0.0149221246441205
3,-0.0128065437699358,1,0.00514152677108844
1,-0.00340464105829597,2,0.00190587504766881
1,0.00709082892475029,4,0.00763755446920792
4,0.004381964293619,3,-0.0134384343400598
3,4.57159864405791e-05,4,-0.0317085304607948
4,0.00151346126222052,4,-0.0100116274940471
2,-0.0142207592725754,1,-0.0192920099943876
4,0.000530834076926112,3,0.0114427663696309
1,0.000776347607218971,2,-0.00279583443383065
3,0.00275050295749679,4,-0.000545120953271786
4,-0.010432532367607,3,-0.0155584448948503
1,0.0171342774604758,2,-0.0026949366244177
1,-0.0102069771382958,3,-0.00529202104856571
3,0.0127764347319802,3,0.010132030894359
2,-0.00519663196367522,3,0.00415725292017062
1,0.0106558113669356,1,-0.00258961808867753
3,-0.000803685281425714,2,0.00260194746563987
1,0.00530545103053252,1,0.0148068672666947
2,-0.00445018569007516,2,0.0095421988517046
2,0.0137956111381451,2,-0.0143181511860651
3,-0.012189843996263,4,-0.000774294914056857
3,0.0259343203894484,3,-0.00460607364463309
1,-0.00568573642522097,3,0.00346272066235542
3,-0.0147314192727208,2,-0.00148321579520901
2,-0.00103591273849209,2,0.0119910187398394
1,0.0121878106147051,1,-0.00388584753576045
2,-0.00656355327616135,1,0.0010499709751457
3,0.00176174987185126,3,0.00777958628411094
2,-0.00617629064557453,2,-0.00461479346267879
4,0.00545569967168073,2,-0.00675962306559086
2,0.0123348734341562,4,0.00142083084210753
1,0.0130352297176917,1,0.00623354447695116
1,0.000462106429040432,3,-0.0129214481761058
2,0.00433698327591022,4,-0.000707538332790136
2,0.0183827156821887,2,-0.0119305880119403
4,-0.00317719136364758,1,-0.0120500423945487
3,0.00660269691919287,1,-0.00348588756363218
4,-0.00950668061462541,2,-0.00606414737800757
4,-0.0134416916407645,4,0.0365774830182393
4,0.0097844082241257,1,-0.00191746566755076
1,0.0188458083818356,2,-0.0016011589517196
2,-0.00416990447168549,4,0.0108533880362908
2,-0.0110386721789837,2,-0.0184561759233475
4,-0.00737452188817163,4,0.00884164326513807
3,-0.00273262928628052,2,-0.00343868361475567
3,-0.00782548915594816,4,-0.00142843804011742
4,-0.0217912436152498,1,-0.0169243565760553
2,0.00710514203334848,1,0.00160653524411221
2,0.0150899983321627,2,-0.0184887531213462
2,0.0114975197551151,3,0.015981265809387
2,0.00449837914978464,4,0.00619469520946344
2,-0.00232559335806097,1,0.00748803156117598
3,0.0223316953827937,3,-0.0176533813743542
2,-0.00247388022641341,2,-0.0145128400375446
3,0.00966243414829175,2,0.0120979541291793
1,-0.0214779469727849,2,-0.00598423462361097
2,-0.000197684450540692,1,0.00778333904842536
2,-0.0170419234782457,2,0.0201233718544245
2,-0.00179617044826349,4,0.0105408381593103
4,0.00128703797236085,4,-1.43511376033227e-05
3,0.00324107225363453,2,0.0141978099321326
2,0.0115216601019104,4,0.029407133658727
2,-0.00892609621708592,3,0.0114170135930181
4,0.00858253690724572,4,-0.00134714331943542
4,0.000389407544086377,3,-0.00325619615614414
1,0.00685618088270227,4,0.0157817667350173
2,-0.0493053973962863,2,0.00578817732942601
1,-0.0042125602097561,2,-0.00765508265855412
3,0.00213576298362265,4,-0.0286521905412277
1,-0.00199416737693051,3,0.0297505085666974
2,-0.00383319131894192,3,-0.00921101355925202
1,-8.73589500163992e-05,2,0.00117945844734398
2,-0.00245825566040973,3,-0.017310477172335
4,0.0109034054912627,3,-0.00276275194482878
1,0.0015303388160343,3,-0.0010192128829658
3,0.00855565792880952,2,0.00906290812417865
3,-0.00194324397792419,2,0.0246256795556595
4,-0.00124678993597627,1,-0.0143021576416989
2,0.00499325490090996,1,-0.00890249976267417
4,-0.00829103759800394,4,-0.0380333500603835
3,0.00591399831076463,1,0.000501158831563468
3,-0.00045080630419155,1,-0.0046155935463806
4,0.00918350617090861,1,-0.00474675869918428
2,-0.00381537883852919,4,0.017352797711889
2,0.00636658429478606,4,-0.0235907584428787
1,-0.00617444297919671,4,0.00588974550676843
2,-0.0148730287328362,2,-0.00557265120248
2,0.00184508917542795,3,-0.0147747385005156
4,0.00714996984849374,4,-0.00776771424959103
3,0.00296783264881621,3,0.0138642160842816
2,-0.0127468504748928,4,0.00251676553549866
3,0.0128206511338552,1,-0.00536857126280665
3,0.014904013214012,2,0.00429007313990345
2,0.0191994508107503,4,-0.00399439079531779
3,0.00929758154476682,4,0.00660284385473157
1,0.00772460619919002,2,-0.00253883415522675
3,-0.000160648924065754,3,-0.00149356519492964
1,-0.00244167167693377,4,-0.000984119949862361
1,-0.000107946650435527,2,-0.0184962693601847
1,-0.00153169877982388,2,0.00224819624175628
4,0.00544834206812084,2,-0.0440395629654328
3,-0.0218062596007561,1,0.0048549926529328
3,-0.0124596605698268,4,-0.00439384859055281
1,-0.0201164269819856,1,0.017694675984482
4,0.00569380191154778,2,0.000282722137247523
2,0.00802587407330672,1,-0.0123855285346508
3,-0.011066312280794,4,-0.00411092645178239
3,-0.00475709124778708,3,-0.00976321543566883
2,0.00856798111150662,3,0.0310572128122052
1,0.00157526570061843,1,0.0042340795819958
4,-0.00021220077178441,4,-0.00173787392365436
3,-0.00768997209767501,2,0.00789122205848495
2,0.0031258980743587,2,-0.0155590066375832
3,0.00480976545562347,4,-0.00352100003510714
4,-0.00676748451466362,1,0.000393510330468416
3,0.00163724215235561,3,-0.0371795284251372
2,0.0084286220856787,2,0.0194255337119102
2,-0.00506779190618545,4,-0.0243424524863561
4,-0.000331940595060587,2,-0.000163024407811463
1,0.000140399245234827,3,0.0790258000294368
4,0.00563767366111279,3,-0.0132156259690722
1,-0.00241323832112054,4,0.00239836284890771
3,0.0111509257306655,4,-0.00665238841126363
2,-0.00761690627162655,3,0.0165877904122074
1,-0.00517948957470556,3,0.0225497328986724
2,0.0149802714586258,4,0.000378400038850183
4,-0.00202136021107435,1,-0.00107380437354247
2,-0.0116758525061111,1,0.000415885898595055
1,-0.00209836925690373,4,-0.0153266048679749
3,-0.0129697499796748,3,0.00396529453185697
2,0.00192444267061849,3,-0.00677696357403571
3,0.0191903281180809,3,-0.00193484655270974
