LateBeforeNopre,CNVBeforeNopre,LateAfterNopre,CNVAfterNopre
4,0.000364395479361216,1,0.00407732790336013
4,0.00488275615498424,3,0.00660064971695344
4,-0.00306373339117272,1,0.00549902006362875
1,-0.00178816899036368,1,-0.00430034328989374
4,-0.00212479838713383,3,0.00415590331734469
3,0.00403440340111653,2,0.00669258491446575
1,-0.00562473258469254,2,-0.00740027132754525
3,0.00368635061507424,4,-0.000556220154976472
1,0.0135464388877153,3,-0.00475358933908865
3,0.00528034777380526,4,0.00720413673358659
2,-0.0176936799349884,2,-0.00949245070417722
2,-0.00695560670768221,4,0.00823068028936783
3,0.00532797103126844,1,-0.00621380600690221
2,0.00402258076549818,1,-0.000709802766020099
2,-0.0123115094999472,3,0.00453318151024481
1,-0.0043370599548022,2,0.00210250541567802
4,0.0065552182495594,4,-0.0105164848888914
3,-0.00239992559848664,3,0.0123787934426218
1,0.00194935485099753,2,-0.0101595098773638
4,-0.00527713509897391,2,0.0109255720550815
2,0.00310778338462114,2,-0.00498485759211083
3,0.00442505433845023,2,-0.0117222958554824
1,-0.0135818599568059,1,0.00247121732293939
1,-0.00757005686561267,4,-0.00162138339752952
4,0.00977258632580439,4,0.000196028229159613
1,0.00318664382211864,1,0.0051736884439985
1,0.00602948231001695,3,-0.00260366701210539
3,-0.00756709890750547,1,0.00679814885370433
2,0.00346654141321778,2,-3.1649872350196e-05
2,-0.00195250210041801,3,-0.00402063969522715
4,0.00288553954063294,4,0.000302034236180286
3,0.00666346369932095,4,0.0090871565140939
4,-0.0175343860561649,1,-0.000509939602731417
2,-0.00627872687376415,3,0.00591101957009717
1,0.0018342553327481,3,-0.0098019380432864
4,-0.0196525845676661,4,0.0141413710080087
3,0.00727619184181094,4,-0.00898173887010974
3,-0.00149868673179299,3,-0.02229936234653
1,-0.0023022013095518,3,0.00645035722603401
4,0.000885594092930357,2,0.00506146077532321
1,-0.0049952941481024,4,0.00142324113403447
1,0.016529254304866,1,0.00268009696931889
3,-0.00178478844463825,4,-0.00487742518695692
4,-0.00751673562141756,2,-0.00851221817235152
2,-0.00638079969212413,2,-0.00108786854737749
2,0.00302017930274208,4,0.00486453434374804
3,0.00131212652195245,1,-0.00165210287862768
4,-0.0163850318640471,2,-0.00898509385297075
3,-0.00358564938263347,2,-0.00751534513741111
1,-0.000922049395740032,4,0.00731554068624973
1,-0.0103870985719065,4,-0.0035793589001211
3,-0.00309064945516487,2,0.00449381636766096
4,0.000692471881241848,1,0.010431301780045
3,-0.00374693359723703,2,-0.00318145410468181
1,0.00564513091618816,4,-0.00405293866060674
1,0.0134989293292165,1,0.00783632800448686
4,-0.0078323339112103,2,-0.00346479107004901
2,0.00448241205109904,2,0.00071942200884223
4,-0.00373829047506054,1,-0.00437324090550343
2,-0.0133859400327007,2,-0.00906278736268481
1,0.0026220383879263,2,-0.00890015888338288
3,0.00816512092327078,4,0.000784210860729218
4,0.00581362893960128,1,-0.000508775468915701
2,-0.0105839939787984,2,0.0116566689684987
2,0.000564913032576442,1,0.00305952100704114
4,-0.000807401956990361,1,-0.0130244341368477
3,0.0121509896901747,1,0.00190832551258306
4,0.00953745562583208,1,0.020041100991269
2,-0.00324208910266558,2,0.0113569565486008
3,-0.00256455045503875,2,-0.00790819502435625
3,0.0170379215851426,3,-0.00441527005750686
3,-0.00270506211866935,3,0.00789167421559493
3,-0.00257771190566321,3,-0.00095345467949907
2,0.00292307487688959,4,-0.0162909167508284
3,-0.00989807986964782,3,-0.0030614718561992
2,0.00560409102278451,1,0.00511131125191848
4,-0.00511094757045309,3,0.0117374133939544
1,0.00151787436334416,4,-0.00458280579186976
3,-0.00283560234432419,4,0.0011803051068758
4,0.00195312259408335,4,-0.00694331338551516
3,0.00010608850667874,4,-0.00360954475278656
1,0.00206354981889945,1,0.00196153953826676
1,0.000335772206502346,3,0.010143085460489
4,0.000345867127180099,1,0.0114719825796783
1,-0.00899860976884762,2,0.00660278919773797
3,0.00919640673479686,1,0.00759582043004533
4,0.00373824538352589,4,-0.00277135202971598
4,0.00664369637767474,3,-0.00684336037375033
3,-0.00375948138146972,3,0.00312474358361214
4,-0.000211177083353202,2,0.00842476853479942
1,0.00504488109921416,2,0.00233835152660807
2,-0.012094554801782,4,-0.00555075254912178
3,-0.00548435021967938,1,0.00447925149152676
3,0.00743254879489541,1,-0.00234075170010328
3,0.00665737750629584,3,0.00085760504892581
1,-0.00232265846959005,1,0.00822205150810381
3,0.00298738691102092,3,0.002426919216911
1,0.0136659340932965,4,0.0164971562723319
1,0.0181236366430918,4,-0.00177021968799333
4,0.000691279458502928,2,0.00278051973630985
4,0.00326105385223248,4,0.00242101827946802
3,-0.00571950587133567,4,-0.0104009496668975
2,0.0132877892659356,2,0.00894100281099478
1,0.0109078008681536,1,0.0218157358467579
3,0.0182147026062012,3,0.000260433958222469
4,0.0143517000445475,1,0.0230718843328456
2,-0.0012398090135927,4,0.00826131924986839
2,-3.66258124510447e-06,2,-0.00734619485835234
4,-0.01306595467031,4,0.00547148931461076
2,-0.00880184094421566,4,-0.0136804012581706
1,0.0002585196440729,4,0.00388963179041942
4,-0.00455238902941346,3,-0.0107076360533635
4,-0.0107395111117512,2,-0.00331963854841888
1,0.00634134327992797,2,0.00216233928222209
3,-0.000950567851153513,2,0.0176090970635414
4,0.0117817612675329,2,-0.0121833067387342
2,0.00178291718475521,3,0.00152372615411878
2,-0.00175099870345245,2,-0.00141672871541232
1,-0.0023693436717925,2,0.000192875149271761
4,0.00901161848256985,2,-0.00797756512959798
3,-0.00213343161158264,2,-0.00973531495158871
3,0.0141394178693493,2,-0.0173201452319821
4,-0.00382235762663186,2,0.00410945022789141
1,0.00920141177872817,3,-0.00201855250634253
4,-0.00458152491288881,4,0.00551702751545236
2,0.00133286848237428,1,0.00154684885061821
1,0.0136035466566682,2,-0.0011712706182152
1,0.00509367122625311,3,-0.00226230112214883
2,-0.000902582852480312,3,-0.00276620724859337
1,0.00775452128921946,2,0.00210329339218636
1,-4.06041120489438e-05,2,-0.00205198970312874
3,-0.00199545826762915,4,-0.00812222808599472
1,0.0146707262222966,2,-0.00148543821220907
2,-0.0146489747955153,2,-0.00359480758197606
1,-0.00406118102061252,2,-0.00533096826014419
1,0.00298509599330525,4,0.0195823134854436
2,0.0064355192395548,2,0.00512151373550296
2,-0.00323961036823069,3,-0.00259294915789117
2,0.00811378735428055,2,0.000655078319444632
4,0.00560230412520468,2,0.00336158256201694
2,-0.00334860337898135,4,-0.00497039128094912
3,0.00769682011256615,1,-0.000507487682625651
2,-0.00127118643528471,1,0.00412530358880758
2,0.00498652830719948,1,-0.00276299001416191
2,0.00222739335731603,2,-0.00528958362216751
4,-0.00336013796428839,4,0.00250004765500004
4,0.00113878337045511,3,-0.00438856302450101
1,0.00595503649674356,4,-0.00413832135382108
4,0.00173397540735702,2,0.00303974699151392
1,0.00250464433338493,3,-0.00664339680224657
1,-2.85881881912549e-05,3,-0.00312756204220932
3,0.000511120830196887,1,0.000652970978990197
3,0.00287351274164394,1,0.00183046253126425
3,-0.00349296753605207,1,0.0101020932197571
2,0.0147051252424717,3,-0.00525286444462836
2,0.00424579724979897,4,0.00357143386888007
1,-0.00327568654514228,3,-0.00658885102408628
1,-0.000909856520593166,4,0.00218529937167962
4,-0.00134718318198187,4,0.00477308170714726
3,-0.00821786342809598,4,-0.000145388573097686
1,0.00133241941997161,1,0.00202009921971088
1,-0.0146783079641561,1,-0.00204924959689379
1,-0.00562103216846784,4,-0.00698057032423094
4,-0.00694569960857431,4,-0.0121807701264819
2,0.000106703742252042,4,0.004999122582376
2,-0.0249993099520604,2,-0.00488306778909949
4,0.0060241996931533,2,0.00569370326896509
3,0.0170685946941376,4,-0.0013139018168052
3,-0.0040898787168165,4,0.0126432346102471
2,0.00527717724132041,4,-0.00287830806337297
1,0.000248619471676648,4,-0.00146024315229927
3,-0.0167442827175061,1,-0.000391852197992648
4,0.00360865875457724,3,0.00812290899921209
2,-0.00727021073301633,4,0.00256589272369941
3,-0.00933781048903863,4,-0.0123727926984429
3,-0.000761232416455944,3,-0.00750439971064528
3,-0.00913299216578404,4,0.00550795121428867
4,-0.00214222952490672,4,0.0164264782021443
1,-0.00108217863210787,3,-0.00567484941954414
2,-0.00115986135400211,1,-0.00275196026389798
3,0.00418827589601278,3,0.012913445631663
2,-0.0037225189153105,4,-0.0140077971542875
1,-0.0053961705416441,3,0.0102052316069603
3,-0.00520731216238346,1,0.000199095190813144
2,-0.00225708431874712,2,0.00287688771883647
3,0.00438052540024122,1,-0.0100379003367076
2,-0.00424327848789593,3,-0.000750935015579065
3,-0.00226053968071938,4,0.00809772871434689
2,0.00302478841816386,1,-0.0257076763858398
3,0.00872820398459832,2,-0.00370857251497606
3,0.00414737321746846,1,0.00501551486862202
2,-0.013429619371891,1,0.0108497590214635
1,0.00113343835497896,1,-0.001154554154103
4,0.00145756996547182,4,-0.00506162903426836
2,0.00896574648019547,1,-0.00630971610856553
4,0.0033617727458477,1,-0.0147839328274131
3,-0.00685105938464403,2,-0.00571286561898887
2,0.00398043878764535,2,0.000178156265368064
4,0.00925886235199869,2,0.0129161747172475
1,-0.00513495566944281,4,-0.00019833135108153
4,-0.00110017457821717,4,0.00136208125816969
4,0.00472631573211402,1,-0.00153976958245039
2,0.0039310217058907,4,0.000980906692954401
1,-0.00180153218874087,4,0.00216406168571363
1,-0.00515694574763377,2,0.00225443840220881
1,-0.00420600177797799,2,0.0063825543038547
3,-0.000929269784440597,4,0.00352968260024985
2,0.018940637120977,3,-0.00707950652576983
1,-0.0048387194207559,4,0.00619168176005284
1,0.00734125316254601,2,-0.0190956921627124
4,-0.0018869536385561,4,-0.00902645677948991
2,-0.00337222823873162,1,0.00163777762403091
4,-0.00245310148845116,3,0.00391165477534135
3,-0.00145910585221524,4,0.00808235550114963
3,-0.0159802295578023,3,-0.0328081237773101
3,-0.00173873190457622,2,0.0015235859900713
4,-0.0119054776926835,3,-0.00475078374923517
4,0.00306082299600045,3,-0.00427369509513179
2,-0.017543268079559,4,-0.00957214335600535
2,-0.00942428704972068,1,-0.00947677545870344
3,0.00415185877742867,3,0.00152714950187753
4,-0.00172711703150223,3,-0.00110330032960822
2,9.55511786742136e-05,1,-0.000248348641131694
4,-0.0127209496373932,1,-2.47313485791286e-05
1,0.00694821262732148,1,0.00406608358025551
3,-0.00583430439777051,1,-0.00513383094221354
1,-0.012741453324755,1,-0.00266346568241715
4,0.00186697579920292,1,0.000343972215584169
3,0.00670570119594534,3,0.00937420595437288
3,0.000329342515518268,2,0.0106672809148828
1,-0.0182390075739628,3,-0.00545938111220797
4,-0.000853521283715963,3,0.00477043290932973
3,0.00783136083434025,2,0.00166304331893722
2,-0.0017098371948426,4,-0.0192970509330432
3,0.00497115186105172,3,0.0101940360618755
2,0.00375826346377532,3,0.000568892496327559
3,0.00823768662909667,2,-0.000164988450706005
3,0.00660748593509197,4,-0.0101904591235022
2,-0.000304632689221762,4,-0.00339874846395105
1,-0.000114358146674931,4,-0.00743767945095897
1,0.00258579974373182,4,-0.00223842065315694
2,-0.00473574393981835,1,0.00244360785776128
3,0.0104545009477685,1,-0.00299190108974775
4,-0.0108899561067422,3,0.0160760491465529
2,-0.00613604974932969,3,0.0129452034210165
4,0.00191351542404542,1,-0.00969713538264235
1,-0.00538466374079386,4,-0.00464635908914109
4,0.00869661554073294,2,0.00521065387874842
2,-0.00427718148178731,4,0.00530754200493296
4,-0.000604226952418685,1,0.00688367988914251
2,-0.00312329264124855,3,0.0071728671900928
4,0.00619097597276171,1,0.00288470370287541
1,-0.0101006222733607,1,-0.00204131410767635
4,-0.0014314844738692,4,-0.00681710289791226
2,0.00172061228659004,2,-0.00301398848629712
2,0.0110145580644409,2,-0.000281184620689601
3,0.012581513573726,1,-0.00842405824611584
2,0.00414432802548011,4,-0.00947939418256283
4,0.00870842416770756,2,0.00289906208248188
1,-0.00163672262290978,4,-0.00151653173573626
4,0.0109790456481278,1,-0.00505894356562446
2,0.0158717685068647,4,-0.00329883388864497
2,-0.00629719036320845,1,-0.00475307080584268
4,0.00336024848123391,2,0.000890669451716046
2,0.0107331968223055,1,-0.000483119578954453
4,0.00540629828659197,3,-0.00350622155625994
3,0.00298193567626489,2,0.0037350389175117
2,-0.00085395840384687,4,-0.000121244355492915
2,0.00138544947064171,1,0.00843697196493546
4,-0.0086962083975474,2,-0.0128077237556378
2,-0.00306219223421067,4,0.0055323902827998
1,-0.000613565571256913,4,-0.00310502405651884
2,0.0098629937080356,1,0.00372935376556901
3,0.0344958323209236,3,0.00153541304947187
1,-0.0102234833563368,1,0.0152303422801197
1,0.0110503733158112,3,0.00677847835080077
3,0.0140356391978761,2,-0.00514703911418716
3,0.000446789160681268,1,-0.00300730741582811
2,-0.0137677118182182,4,-0.00822482382257779
2,0.000868538627400994,2,0.000617516207663963
1,0.0116795857126514,4,0.00722431387597074
2,-0.00738372911776726,3,-0.000591326388530433
3,0.00431785020433987,2,0.0043505037513872
4,-0.00145197659730911,1,0.00276029366068542
4,0.000894806949266543,1,0.00340817802740882
1,0.00185273960232735,2,-0.0125390823620061
3,-0.0027434552515236,4,0.00204436545997548
1,-0.012567061620454,4,0.00817680120235309
4,-0.00306862526728461,4,-0.00192346338493129
1,0.0167551984389623,1,-0.000316026931007703
1,0.00824244972318411,1,-0.00622492143884301
3,-0.00300984550267458,3,-0.00085242633940652
4,-0.00868055131286383,2,-0.0125637544939915
2,-0.00389241892844439,1,0.00598020603259404
2,0.0022703891445417,1,0.00930281107624372
1,-0.0025875404147276,3,0.00183652807027102
1,-0.00741169136017561,4,0.00537008163519204
1,-0.00105045821207265,4,0.0128056338677804
1,-0.000207802591224511,4,-0.0160268958037098
1,0.00491711831030746,1,0.00445898707645635
1,0.00277674661871667,2,-0.00607869339485963
1,0.00689774511071543,2,-0.00520159583538771
1,0.00701069661105673,1,0.011845997069031
3,-0.00164570923273762,1,-0.0058621964417398
2,-0.00143278436735272,4,0.0141716031357646
4,0.00515691672141353,4,-0.00129991750388096
1,-0.000877664036427935,1,0.00227693258784711
2,0.00653939965801934,3,-0.00879520876333117
2,0.00207884066427747,2,-0.00152455200441182
1,-0.00135362660512328,1,0.0108285490423441
3,-0.00545088853687048,2,-0.00374191269899408
1,-0.00359525252133608,4,-0.0192777806272109
4,0.0115086060638229,4,-0.00341405471165975
1,0.00179373416661595,3,-0.000120868959735769
1,0.00743164432545503,2,-0.00752523362947007
