Lateness,Joystick,CNVSlope
1,0.421895637407538,0.00513227051123977
1,0,0.00954853060344855
1,0.593058223160495,0.000127728897496127
1,0.133600520250505,0.00689527532085776
1,0.242283137126561,0.00537291613485043
1,0.0755996926901249,0.012378125761946
1,0.520615461899494,-0.00152572036798423
1,0.152944280387966,-0.00104770328228672
1,0.298063034490186,-0.00356987149765094
1,0.198598970716277,0.00517819231996934
1,0.172290206055672,0.0105392396605263
1,0.278711833905115,0.00148342627411087
1,0.056286973911003,-0.0119723736618956
1,0.056289860926142,-0.00564370420761406
1,0.806440080287814,0.00843379421470066
1,1,-0.0054353450347359
1,0.259361693264561,-0.00303490516186381
1,0.67319898727253,-0.00498483958654106
1,0.462838374804321,-0.00272541103186086
1,0.501721789780055,0.0065646522367994
1,0.891143226875247,-0.0289201959967613
1,0.183332877953986,0.0055500161057959
1,0.727614692778482,0.00320713338442147
1,0.165010061254388,-0.00492735536924253
1,0.744711352338434,0.000681133125908673
1,0.221321646066896,-0.000669172421718637
1,0.83709058692964,-0.000661136621298889
1,1,0.00161125320785989
1,0.747330781405213,-0.0138309417913357
1,0.208256015016151,-0.00323443223411838
1,0.233070531869953,0.0126753536363443
1,0.356947414804502,-0.00434496071344862
1,0.159280846779475,-0.00198106453171931
1,0.409194369447927,0.0023049955877165
1,0.0924046981965249,-0.0225833517809709
1,0,0.00537214889967193
1,0.294460499806261,0.00333344113702575
1,0.156710246299222,-0.00628565701966484
1,0.8429505676868,-0.00175882243396093
1,0.351873168797445,-0.00215126400386604
1,0.256416810621665,-0.0112542488301794
1,0.431589742225095,0.00391462344365815
1,0.156710246299222,-0.00666854732359449
1,0.194573582961314,-0.0101839949760082
1,0.194573582961314,0.000854631148589154
1,0.527628037625497,0.00182457140181214
1,0.194573582961314,8.6760458846887e-06
1,0.708682849353119,0.00678744302907338
1,0.175635182051033,0.00523783763249715
1,0.253486541305183,0.0013977709847192
1,0,-0.0106895747594535
1,0.0261884681576603,-0.00284606330872824
1,0.325872588850644,-0.00632197019876912
1,0,-0.00129658017734376
1,0.360032403908643,-0.0115176495164633
1,0.0691166711676739,-0.0271477481971184
1,0.268377064734201,-0.0244684262822072
1,0.325872588850644,-0.0195400478939215
1,0.463674791909742,0.00723989668767899
1,0.215405736018755,-0.00196939338153849
1,0.325872588850644,0.013839692187806
1,0,-0.00749629184914132
1,0.325872588850644,0.00523528394599756
2,0.221894892244536,0.0187231122205655
2,0.441124947143703,0.000632878703375657
2,0.220660868468821,-0.014600214548409
2,0.385868688119714,0.00484668641972045
2,0.4585558950663,-0.000400648171004529
2,0.522923319108168,-0.00348896106394629
2,0.298063034490186,-0.00320375931914896
2,0.39412770726057,-0.0145206889137626
2,0.298063034490186,0.0101819268117348
2,5.32497710208784e-05,-0.00446747856525083
2,0.515445146824131,-0.000304906085754434
2,0.502740915587029,0.000137652833169947
2,0.578838898235078,0.00947594138172766
2,0.48190964013139,-0.00375515586347319
2,0.356118288609069,-0.0128169506788254
2,0.303247009363541,0.00192239161212152
2,0.114259963578963,0.00463065590399007
2,0.820561090568935,-0.00948618228236834
2,0.360709624608188,-0.0102500676099832
2,0.808117966997639,-0.0188939195747177
2,0.799498029278452,-0.00969323849615951
2,0.361532117809188,0.00809206363434593
2,0.761108753987237,0.018428939084212
2,0.63882760658123,-0.00843993574380875
2,0.538252424473495,0.00652139315692087
2,0.717481571370133,-0.000366798718459904
2,0.449603495348089,-0.00232957059051841
2,0.268598974531593,-0.00578969561805328
2,0.652564164120225,0.0171962787086765
2,0.878654857835165,0.0111253752062718
