Predicting,BeforeorAfter,Lateness,CNVSlope
NotPredicting1,Before,1,0.00504488109921416
NotPredicting1,Before,1,0.0030221597213919
NotPredicting1,Before,1,0.00945464909697572
NotPredicting1,Before,1,-0.00562103216846784
NotPredicting1,Before,1,0.00250464433338493
NotPredicting1,Before,1,0.0103085171431303
NotPredicting1,Before,1,0.0064470925135538
NotPredicting1,Before,1,0.00734125316254601
NotPredicting1,Before,1,0.0115637776131431
NotPredicting1,Before,1,0.0053996955199788
NotPredicting1,Before,1,-0.00487932655960321
NotPredicting1,Before,1,-0.022914896098276
NotPredicting1,Before,1,-0.00441627817538877
NotPredicting1,Before,1,-0.011421350762248
NotPredicting1,Before,1,-0.0025875404147276
NotPredicting1,Before,1,-0.00643889233469963
NotPredicting1,Before,1,-0.00805484782904387
NotPredicting1,Before,1,-0.00570087026183804
NotPredicting1,Before,1,-0.00195086933672428
NotPredicting1,Before,1,0.00430615184207757
NotPredicting1,Before,1,0.0192828314999739
NotPredicting1,Before,1,-0.00180153218874087
NotPredicting1,Before,1,0.00689774511071543
NotPredicting1,Before,1,0.0145457995434602
NotPredicting1,Before,1,-0.000877664036427935
NotPredicting1,Before,1,0.0185714003940423
NotPredicting1,Before,1,-0.00741799738413344
NotPredicting1,Before,1,0.0210946363707383
NotPredicting1,Before,1,8.09446792118251e-05
NotPredicting1,Before,1,0.00509367122625311
NotPredicting1,Before,1,0.00172423695524534
NotPredicting1,Before,1,0.00400591680469612
NotPredicting1,Before,1,0.0002585196440729
NotPredicting1,Before,1,0.00233740572972844
NotPredicting1,Before,1,-0.012567061620454
NotPredicting1,Before,1,0.00790694212385764
NotPredicting1,Before,1,-0.00063878142585357
NotPredicting1,Before,1,0.00416165310889482
NotPredicting1,Before,1,-0.010870131974419
NotPredicting1,Before,1,0.00564513091618816
NotPredicting1,Before,1,0.00784268199155728
NotPredicting1,Before,1,0.00775452128921946
NotPredicting1,Before,1,-0.0133571588036527
NotPredicting1,Before,1,-0.00623581224742035
NotPredicting1,Before,1,0.00224709087827553
NotPredicting1,Before,1,-0.0182390075739628
NotPredicting1,Before,1,0.00198645051568747
NotPredicting1,Before,1,0.0167551984389623
NotPredicting1,Before,1,-0.0109838825495293
NotPredicting1,Before,1,-0.027416264017423
NotPredicting1,Before,1,-0.00661413744091988
NotPredicting1,Before,1,-0.0149859354520837
NotPredicting1,Before,1,-0.0102579157489041
NotPredicting1,Before,1,0.00102434858369331
NotPredicting1,Before,1,0.00851521159832676
NotPredicting1,Before,1,0.0191757374753555
NotPredicting1,Before,1,0.00332805898506194
NotPredicting1,Before,1,0.0135464388877153
NotPredicting1,Before,1,0.00471946100393931
NotPredicting1,Before,1,0.000597440948088964
NotPredicting1,Before,1,-0.0135752960729102
NotPredicting1,Before,1,0.00298509599330525
NotPredicting1,Before,1,0.0115826581216728
NotPredicting1,Before,2,0.0110145580644409
NotPredicting1,Before,2,-0.0112081835201631
NotPredicting1,Before,2,0.00583289051428437
NotPredicting1,Before,2,-0.00085395840384687
NotPredicting1,Before,2,-0.0023217477525274
NotPredicting1,Before,2,0.00113696480790774
NotPredicting1,Before,2,-0.00322887445023904
NotPredicting1,Before,2,-0.00622173398733139
NotPredicting1,Before,2,0.000868538627400994
NotPredicting1,Before,2,-0.0176936799349884
NotPredicting1,Before,2,0.00923093978781253
NotPredicting1,Before,2,0.00311110354959965
NotPredicting1,Before,2,0.00133286848237428
NotPredicting1,Before,2,0.000257948954337432
NotPredicting1,Before,2,0.00158587765569488
NotPredicting1,Before,2,0.018940637120977
NotPredicting1,Before,2,0.00458521768450737
NotPredicting1,Before,2,0.0196697808181246
NotPredicting1,Before,2,0.0064355192395548
NotPredicting1,Before,2,0.0100051077703635
NotPredicting1,Before,2,-0.00127118643528471
NotPredicting1,Before,2,-0.00473574393981835
NotPredicting1,Before,2,-0.00438176654279232
NotPredicting1,Before,2,0.00769218460967143
NotPredicting1,Before,2,-0.00601803270789484
NotPredicting1,Before,2,-0.00032355907994012
NotPredicting1,Before,2,-0.00880184094421566
NotPredicting1,Before,2,-0.00424327848789593
NotPredicting1,Before,2,-0.00627872687376415
NotPredicting1,Before,2,0.00653939965801934
NotPredicting1,Before,2,-0.0101550064670543
NotPredicting1,Before,2,0.00736962833131353
NotPredicting1,Before,2,-0.00617553542057673
NotPredicting1,Before,2,-0.00274681928567588
NotPredicting1,Before,2,0.00370879766220848
NotPredicting1,Before,2,0.011891419844081
NotPredicting1,Before,2,0.00567738502286375
NotPredicting1,Before,2,0.00483608460732891
NotPredicting1,Before,2,-0.00195250210041801
NotPredicting1,Before,2,-0.00334860337898135
NotPredicting1,Before,2,-0.00958796994139751
NotPredicting1,Before,2,0.0098629937080356
NotPredicting1,Before,2,-0.00638079969212413
NotPredicting1,Before,2,-0.0012398090135927
NotPredicting1,Before,2,-0.00234331542742439
NotPredicting1,Before,2,-0.00695560670768221
NotPredicting1,Before,2,0.00751864071935415
NotPredicting1,Before,2,0.00201524080087741
NotPredicting1,Before,2,0.00102956131255875
NotPredicting1,Before,2,0.00302478841816386
NotPredicting1,Before,2,0.00900180265307426
NotPredicting1,Before,2,0.00375826346377532
NotPredicting1,Before,2,0.00663468187364439
NotPredicting1,Before,2,-0.0114990094055732
NotPredicting1,Before,2,-0.0105839939787984
NotPredicting1,Before,2,0.0147051252424717
NotPredicting1,Before,2,-0.0130663295276463
NotPredicting1,Before,2,-0.00535848829895258
NotPredicting1,Before,2,-0.00846546764175097
NotPredicting1,Before,2,-0.00267329532653093
NotPredicting1,Before,2,-0.000634753610938787
NotPredicting1,Before,2,-0.00337222823873162
NotPredicting1,Before,2,0.013280571748813
NotPredicting1,Before,3,-0.00164570923273762
NotPredicting1,Before,3,0.00537044476368465
NotPredicting1,Before,3,-0.0110705502641698
NotPredicting1,Before,3,-0.0113645569266131
NotPredicting1,Before,3,0.00274188288797935
NotPredicting1,Before,3,0.0344958323209236
NotPredicting1,Before,3,-0.00145910585221524
NotPredicting1,Before,3,0.00665737750629584
NotPredicting1,Before,3,0.00769682011256615
NotPredicting1,Before,3,0.00298738691102092
NotPredicting1,Before,3,0.0140356391978761
NotPredicting1,Before,3,-0.00571950587133567
NotPredicting1,Before,3,0.0190140479244292
NotPredicting1,Before,3,0.00403440340111653
NotPredicting1,Before,3,-0.00242841949996849
NotPredicting1,Before,3,0.00670570119594534
NotPredicting1,Before,3,0.000778502163787683
NotPredicting1,Before,3,0.00497115186105172
NotPredicting1,Before,3,0.00438052540024122
NotPredicting1,Before,3,-0.00545088853687048
NotPredicting1,Before,3,-0.00230587335924307
NotPredicting1,Before,3,0.0117299256768698
NotPredicting1,Before,3,0.0154090976963441
NotPredicting1,Before,3,0.0182147026062012
NotPredicting1,Before,3,0.00962026934333456
NotPredicting1,Before,3,-0.0039690718986094
NotPredicting1,Before,3,-0.00173873190457622
NotPredicting1,Before,3,-0.00349296753605207
NotPredicting1,Before,3,0.0191888730041683
NotPredicting1,Before,3,-0.0159802295578023
NotPredicting1,Before,3,0.00713243832190831
NotPredicting1,Before,3,0.0307473332310716
NotPredicting1,Before,3,0.0157293193042278
NotPredicting1,Before,3,0.00275147271653016
NotPredicting1,Before,3,0.0221648601194223
NotPredicting1,Before,3,-0.00811245975395044
NotPredicting1,Before,3,0.0121509896901747
NotPredicting1,Before,3,0.00532797103126844
NotPredicting1,Before,3,0.0170379215851426
NotPredicting1,Before,3,0.00919640673479686
NotPredicting1,Before,3,0.00219555610480408
NotPredicting1,Before,3,-0.00623805029317737
NotPredicting1,Before,3,0.006535812591513
NotPredicting1,Before,3,0.00727619184181094
NotPredicting1,Before,3,-0.0027434552515236
NotPredicting1,Before,3,-0.00506437523290515
NotPredicting1,Before,3,-0.00356955616734922
NotPredicting1,Before,3,-0.00213343161158264
NotPredicting1,Before,3,0.02313984464854
NotPredicting1,Before,3,-0.00163258829464515
NotPredicting1,Before,3,0.0128966731329759
NotPredicting1,Before,3,-0.0040898787168165
NotPredicting1,Before,3,0.0013097037250797
NotPredicting1,Before,3,-0.00100451599185665
NotPredicting1,Before,3,0.00505034842838844
NotPredicting1,Before,3,0.00047775210502247
NotPredicting1,Before,3,-0.0104908654514778
NotPredicting1,Before,3,0.00290665255549053
NotPredicting1,Before,3,-0.00506038901706537
NotPredicting1,Before,3,0.000708443578332663
NotPredicting1,Before,3,0.00935619867717226
NotPredicting1,Before,3,0.00620798006032904
NotPredicting1,Before,3,0.00311336196803798
NotPredicting1,Before,4,0.000463366780119638
NotPredicting1,Before,4,-0.0134649312434097
NotPredicting1,Before,4,-0.00373829047506054
NotPredicting1,Before,4,-0.00183403491973877
NotPredicting1,Before,4,0.000894806949266543
NotPredicting1,Before,4,0.0133298607737136
NotPredicting1,Before,4,0.00321981341403443
NotPredicting1,Before,4,-0.00511094757045309
NotPredicting1,Before,4,-0.0114486826738964
NotPredicting1,Before,4,-0.01247938342082
NotPredicting1,Before,4,0.010200895058612
NotPredicting1,Before,4,0.00258499865109722
NotPredicting1,Before,4,-0.0202905399103959
NotPredicting1,Before,4,-0.00679622561438009
NotPredicting1,Before,4,0.00719665767004093
NotPredicting1,Before,4,-0.00189172461008032
NotPredicting1,Before,4,0.0341791386405627
NotPredicting1,Before,4,0.00924952669690053
NotPredicting1,Before,4,-8.24900344014168e-05
NotPredicting1,Before,4,0.00260754653330271
NotPredicting1,Before,4,0.00386235800882181
NotPredicting1,Before,4,-0.00245310148845116
NotPredicting1,Before,4,-5.49642524371544e-05
NotPredicting1,Before,4,-0.000667479403394585
NotPredicting1,Before,4,0.00559264165349305
NotPredicting1,Before,4,0.000345867127180099
NotPredicting1,Before,4,0.00514440463545422
NotPredicting1,Before,4,0.0169607593367497
NotPredicting1,Before,4,0.00530140846967697
NotPredicting1,Before,4,0.0109790456481278
NotPredicting1,Before,4,0.00896556489169598
NotPredicting1,Before,4,0.00476218030477564
NotPredicting1,Before,4,-0.0221570652599136
NotPredicting1,Before,4,0.00208396092057228
NotPredicting1,Before,4,0.00394935626536608
NotPredicting1,Before,4,0.0047195446677506
NotPredicting1,Before,4,0.00113878337045511
NotPredicting1,Before,4,0.000364395479361216
NotPredicting1,Before,4,0.00442664129271482
