Lateness,CNVSlope
1,0.00745333032682538
1,0.00458186255612721
1,0.00607399983952443
1,-0.000404720873727153
1,0.0161491480345527
1,-0.00922549547006687
1,0.00755599195448061
1,0.0017312700850501
1,0.00398493699807053
1,0.0019173650847127
1,0.0103196521910528
1,-0.00113039518085619
1,-0.0102956021825473
1,-0.0116263972595334
1,-0.000278167106444016
1,-0.00613081804476678
1,-0.00811684302364787
1,0.00790860954051217
1,-0.00722503568977118
1,0.00558977550826967
1,0.00631375409041842
1,-0.00191150594037026
1,-0.0249022245407104
1,0.00534242756354312
1,0.0116371214389801
1,0.00736285684009393
1,0.000696884342081224
1,-0.00222450642225643
1,8.15210041764658e-05
1,0.002753700207298
1,-0.00541398472463091
1,0.0105035516122977
1,0.00617558384935061
1,0.00142864201916382
1,-0.00234781352143424
1,0.00580396518732111
1,-0.00808050359288851
1,-0.0103883426636457
1,0.000284704224516948
1,0.00340390461497009
1,-0.00830102680871884
1,-0.00453439665337404
1,-0.00545658520422876
1,0.0194056642552217
1,-0.00654456981768211
1,-0.00374174184010675
1,-0.0149160496269663
1,-0.00479062103355924
1,-0.0174078984806935
1,0.000695872081754108
1,-0.00134917453882129
1,-0.0106395706534386
1,0.015015900755922
1,0.00834103394299746
1,-0.0133779995764295
1,-0.0167556842789054
1,-0.00838935716698567
1,0.0134701059820751
1,-0.00018419185228898
1,0.0116839744150639
1,-0.00517323364814122
1,-0.00184932808042504
1,0.0021251596044749
1,-0.000913268246222287
1,0.00741344022875031
1,0.000973670782210926
2,-0.00720161525532603
2,0.00717147439718246
2,-0.0118581326678395
2,-0.0108204095934828
2,-0.0233614463359118
2,0.0065462381268541
2,0.0133107829218109
2,-0.00538177671842277
2,-0.0162246186907093
2,0.00257412985471698
2,-0.0063629027766486
2,-0.0105900174627701
2,0.00157627090811729
2,0.00656209529067079
2,-0.0105844074860215
2,-0.00065468930794547
2,0.00684195741390189
2,-0.00698364883040388
2,-0.00824490267162522
2,-0.0113041951941947
2,-0.00863429221014182
2,-0.00400044703080008
2,-0.0112962278847893
2,0.00978510951002439
2,-0.013670248289903
2,-0.0086760752213498
2,0.00217479479518564
2,0.00251470098737627
2,-0.00662145018577576
2,0.00839944633965691
2,-0.000943881304313739
2,-0.0239060074090958
2,-0.0029328231078883
2,0.0192717636624972
2,-0.00193795311497524
2,-0.000648854843651255
2,0.0253768501182397
2,-0.0122475937629739
2,0.00670115447913607
2,0.00316341997434696
2,-0.00612815601440767
2,-0.0128351502741377
2,-0.00391688453964889
2,0.00774750718846917
2,-0.0213889038811127
2,-0.00674304971471429
2,0.000595231491994734
2,-0.0093747676971058
2,-0.00567714218050241
2,-0.0103981738599638
2,0.00394291353101532
2,-0.0143108097836375
2,0.00799071928486228
2,-0.00915303407236934
2,0.00828003805751602
2,0.00277412651727597
2,-0.00439982667254905
2,-0.00544666002194087
2,-0.0129713527858257
2,0.000532459312429031
2,0.00228845163655933
2,0.00111875438597053
2,0.00415791540096204
2,0.00426673167385161
2,0.000223234063014388
2,0.00376253722546001
3,-0.0187486416349808
3,-0.00333995040273294
3,-0.0125479825461904
3,-0.00130032862216467
3,-0.00698394530142347
3,-0.0186126405994097
3,-0.00512216030620039
3,0.00171681772917509
3,-0.000443304685177281
3,0.0037126251651595
3,0.000907155297075709
3,-0.00425658809641997
3,-0.00534677978915473
3,-0.0037071246188134
3,0.00436920657133063
3,-0.00923903379589319
3,0.00856099976226687
3,-0.00474207468020419
3,-0.00420974637381732
3,-0.00612543111977478
3,-0.0166172053044041
3,-0.00399309272567431
3,-0.0028371923447897
3,-5.32935543257433e-05
3,0.00158791104331613
3,-0.00872835346187154
3,-0.0115789212286472
3,-0.00161084090359509
3,-0.0114721547191342
3,-0.00240979188432296
3,0.00414484335730473
3,-0.00439406962444385
3,-0.00558746124928196
3,-0.0164485260223349
3,-0.00467621022835374
3,-0.0134895552570621
3,0.0071888353365163
3,-0.0117881388093034
3,-0.00878086142862836
3,0.0147031964734197
3,0.00219655878997097
3,-0.0147914383560419
3,-0.00125744007527828
3,-0.00942625105381012
3,-0.00330825324635953
3,0.00754084624350071
3,-0.00207281783999254
3,-0.0122325886040926
3,0.0102582296046118
3,-0.000365294438476364
3,0.00297603244446994
3,0.0165550981958707
3,-0.00569743145024404
3,-0.0216925541559855
3,0.00139732830333135
3,-0.00190359152232607
3,-0.0174684307227532
3,0.00734758951390783
3,0.00223576549130181
3,-0.0127336441849669
3,-0.00744587074344357
3,-0.0070030785476168
3,0.00578353169839829
3,0.00345902851161857
3,-0.00923144227514664
3,-0.013341567479074
4,-0.00473922048695385
4,-0.00601037001858155
4,-0.00147050976132353
4,-0.00509553123265505
4,0.00556264802192648
4,0.00222397529675315
4,0.00728558702394366
4,0.00822980577747027
4,0.00248707132413983
4,-0.0137380432958404
4,0.00750181668748458
4,-0.00917501809696356
4,0.00905722783257564
4,0.00861591814706723
4,-0.00987230644871791
4,0.00293753680307418
4,-0.00377168878912926
4,-0.00168210810322004
4,0.0175942139079173
4,-0.00581425824202597
4,-0.0118761565536261
4,-0.0083352563281854
4,-0.00189701743268718
4,-0.000206392869586125
4,0.00306510461571937
4,0.00494286744515193
4,-0.00933752705653509
4,-0.00677136595671376
4,0.00500676276472708
4,-0.0167146663491925
4,-0.00583404302597046
4,-0.00116132422893619
4,0.0082120499573648
4,-0.00359695443573097
4,-0.00869088557859262
4,0.00560475843182455
4,0.00545876706019044
4,0.00315032488045593
4,-0.0196871353934209
4,-0.0312703860302766
4,0.00820539783065518
4,0.00550136420254906
4,-0.00363473524339497
4,0.00567041089137395
4,-0.00545015434424082
4,-0.0240480657666922
4,0.0160434301942587
4,-0.00608427217230201
4,0.0158293535932899
4,-0.0109074615562956
4,0.00548468716442585
4,0.00589859796067079
4,-0.00341859312417606
4,0.0065976755383114
4,-0.00365528262530764
4,0.000601823286463817
4,-0.00925252058853706
4,0.000227433920372277
4,-0.00598145074521502
4,-0.0148718543350697
4,0.00372758104155461
4,-0.000118103460408747
4,-0.000250118706996242
4,0.0101539014528195
4,-0.00525026566659411
4,0.0132000567391515
